"date","latitude","longitude","name","temperature","source"
"2017-01-01T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-02T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-03T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-04T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-05T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-06T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-07T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-08T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-09T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-10T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-11T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-12T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-13T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-14T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-15T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-16T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-17T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-18T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-19T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-20T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-21T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-22T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-23T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-24T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-25T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-26T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-27T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-28T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-29T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-30T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
"2017-01-31T23:59:00",32.775,-79.9239,"DOWNTOWN CHARLESTON, SC US",NA,6
